call_id,customer_name,call_timestamp,day_of_week,hour_of_day,wait_time_minutes,issue_category,resolution_status
da7a6b0d-c949-4951-ba2c-8f3cd3865cf4,Micheal Aguirre,2026-02-14 15:48:43.549755,Saturday,15,42,Billing,True
c974b960-a970-42e1-8fa4-37bafb1755aa,Paul Copeland,2026-01-17 19:45:47.632287,Saturday,19,3,Technical,True
8cf61fc6-1f6c-43e3-b303-d6a9f7d37def,Tyler Cunningham,2026-04-29 21:07:27.386931,Wednesday,21,11,Technical,False
d4d9874f-a749-49b5-8653-a97ca2ebd5ba,Carol Rogers,2026-04-11 08:47:08.169375,Saturday,8,5,Billing,False
345e3692-9743-4e2f-ad52-88d3073d79a5,Brent Barker,2026-05-04 23:29:41.166243,Monday,23,15,Technical,False
c1f8ca56-b179-420d-89da-131f90ac000e,Andrea Tate,2026-05-09 08:25:40.536301,Saturday,8,3,Technical,True
dceeeaf4-c2a9-45ed-9e2a-a001557b231f,Desiree Henderson,2026-03-11 20:07:44.933853,Wednesday,20,6,Service,False
c1b45a40-d58b-4992-ab1f-c1fa489dc0b9,Christina Garcia,2026-01-25 23:55:19.038568,Sunday,23,12,Account,False
dda3a640-8109-4f66-98ee-bd495a94f12c,Michael Snyder,2026-04-14 21:44:54.086051,Tuesday,21,6,Account,True
0ea04adf-f30a-444e-8f1a-e0c48e1169c6,Kristin Smith,2026-02-27 22:42:34.040869,Friday,22,10,Technical,False
d79eee37-2a98-455d-8a5d-585f5a6a362b,Natalie Moore,2026-03-10 07:57:54.072739,Tuesday,7,2,Account,True
bf928046-02f0-4d8f-b38d-d6b487f11164,Bill Potts,2026-02-25 00:07:01.400271,Wednesday,0,2,Billing,False
0b394580-1ebd-49c9-bd87-e937acdb0269,Jasmine Berg,2026-04-11 05:38:16.439306,Saturday,5,12,Billing,True
428b4f53-f21e-439a-838f-f9143ae75264,Douglas Brown,2026-03-10 02:48:48.740866,Tuesday,2,13,Service,False
9c8a9054-d1e8-407f-88e2-a742247e7128,Robert Ibarra,2026-01-05 15:54:59.659579,Monday,15,51,Account,False
5205a6eb-5ac6-4663-a1d5-c4c9c8cbb65b,Mrs. Brittany Mcclain,2026-02-04 13:07:20.699096,Wednesday,13,18,Service,False
2a2065b6-6db3-4905-8961-1e7e02ec2c39,Kenneth Cooper,2026-01-16 01:34:41.008129,Friday,1,13,Account,False
2cee0c1f-9057-4acd-a80c-4e0c9dfed5c7,Max Chapman,2026-03-07 05:07:58.269520,Saturday,5,9,Service,False
65e77372-62b9-46c4-a61e-db7277cc0285,Carol Riley,2026-02-08 10:50:42.188817,Sunday,10,43,Account,True
774c28f3-234a-48db-aad2-5c0263a31fd4,Cassandra Gomez,2026-01-19 08:22:00.478157,Monday,8,15,Technical,False
6031f753-ae52-4a1b-9ce0-06e3a5408c31,Tim Summers,2026-03-01 02:59:38.405825,Sunday,2,14,Billing,True
fb99952d-d808-465f-b078-1047b59cb40f,Patrick Fields,2026-01-14 16:30:07.562973,Wednesday,16,31,Service,True
cac759cd-55a4-4bce-ab65-f4d99cf56512,Danielle Pearson,2026-04-15 06:59:37.535517,Wednesday,6,14,Billing,True
4c285861-469a-42d1-8395-aa3b84f50b52,Robert Weaver,2026-01-21 02:28:12.863317,Wednesday,2,6,Technical,True
7aea0ebb-9f7c-4dbe-835a-b72bda1f0563,Ashley Ramirez,2026-01-01 12:13:29.723236,Thursday,12,32,Billing,False
4f0daeb6-3a9f-47a9-98ad-f4edd7d793c9,Robert Wells DDS,2026-02-11 19:46:33.720505,Wednesday,19,8,Technical,False
d3a750b5-a3af-48ee-a0af-779a098960ff,Jason Johnson,2026-01-27 07:43:46.695287,Tuesday,7,12,Account,False
0c59fc30-026d-42ab-bb27-729ccecce235,Derrick Cook,2026-01-04 14:33:48.648332,Sunday,14,25,Billing,True
c777c52c-4280-419c-9f83-bceeebfd562d,Aaron Hughes,2026-02-25 02:36:39.960433,Wednesday,2,10,Billing,True
1d29b8c9-fb77-431c-a154-987490a164e5,Whitney Sanchez,2026-04-14 14:05:26.845720,Tuesday,14,12,Service,True
c7b79845-2ba3-4030-b6f4-0dc9a01bb7a0,Jacob Castillo,2026-01-15 23:46:16.495276,Thursday,23,10,Billing,False
cdd7b684-d654-4555-80f6-70dd4a0e0536,Summer Williamson,2026-02-25 22:07:00.434961,Wednesday,22,3,Service,True
5b112f39-e11f-458a-a1ae-86765e585ac4,Stephen Herrera,2026-01-03 20:47:55.220249,Saturday,20,11,Service,False
30585d96-f5b8-4869-9fa0-1a380e2acbbb,Shari Shah,2026-01-26 20:58:55.802617,Monday,20,21,Billing,True
14132377-931e-4faf-bea3-14551797021f,Grace Taylor,2026-04-20 10:59:06.885636,Monday,10,50,Service,True
7f560737-c201-4ac9-8389-12aa1230abc4,Wesley Marsh,2026-03-26 08:23:36.967555,Thursday,8,6,Account,True
21d3cebd-4899-468c-85dc-ae4b20ae1393,Joseph Finley,2026-04-27 07:48:31.842859,Monday,7,11,Account,True
0cdce386-6403-4b0a-8ac6-837f6095e415,Christopher Jefferson,2026-02-09 16:30:26.972684,Monday,16,29,Account,False
1bd97c40-0255-4d13-b011-f4f43a8751f2,Angela Reed,2026-03-16 19:34:13.020624,Monday,19,22,Billing,True
19003b6a-2bc4-4c6f-be40-973b280bf2a0,Oscar Tran,2026-01-07 03:24:59.601564,Wednesday,3,8,Account,True
03313a38-e125-48fd-a538-5d583dafdbfe,Ashley Brown,2026-01-24 10:00:24.304840,Saturday,10,42,Account,True
76ed0c2e-dc30-4054-8082-e414b14538c7,Marilyn Green,2026-03-30 15:21:56.107628,Monday,15,44,Technical,False
94df13ad-4c61-49d3-9c94-44c94eeb5cb9,Virginia Gardner,2026-04-27 04:58:28.900691,Monday,4,10,Billing,True
924b3548-2a4c-4c53-941d-3d9be47b4089,Colton Escobar,2026-02-25 05:24:53.495567,Wednesday,5,10,Billing,True
0d3b9443-4cf2-45ae-8819-5d9f2b03ff71,Mr. Benjamin Russell,2026-01-31 17:03:44.098623,Saturday,17,11,Account,False
8024fa14-9d05-41dd-b9f5-4d548bf2c1b5,Natalie Yoder,2026-03-20 22:58:47.660562,Friday,22,23,Service,False
290a261e-6276-469e-ad98-94b4b1b8dfbc,George Rodriguez,2026-04-01 19:17:54.610484,Wednesday,19,12,Account,True
c916b1ea-0c7c-414c-98d8-b5f57899fe9a,Allen Richards,2026-05-09 05:46:45.535516,Saturday,5,12,Account,True
bfea5014-228a-4ed5-bf0b-581f4425414d,Kara Brown,2026-01-10 12:15:13.075517,Saturday,12,31,Technical,False
988ada11-d834-41d3-8362-6a0bafcfe5af,Matthew Smith,2026-05-06 08:02:26.753472,Wednesday,8,12,Billing,False
f4d60739-995b-4bd1-8499-ec31fdbaa399,Sarah Hicks,2026-05-03 07:57:41.506305,Sunday,7,13,Billing,False
e20f4dec-4747-44a3-a7d4-be955493aa9a,Amy Ward,2026-03-28 18:31:29.668423,Saturday,18,6,Billing,True
fca65420-9801-4dda-91ee-661acd0c7fe9,Justin Jackson,2026-01-04 03:18:16.790938,Sunday,3,12,Technical,True
8663a629-49bf-441f-af9f-eba7b8cc3c58,Austin Singh,2026-04-19 07:43:50.237074,Sunday,7,5,Service,True
29de9160-a23c-437e-aceb-00e92e2f65e9,Heather Woods,2026-04-01 05:47:32.009114,Wednesday,5,2,Technical,True
110defdc-6c78-4731-bc2e-aeeb6b40d274,Jessica Rodriguez,2026-02-18 12:25:33.295759,Wednesday,12,45,Account,True
0edc3727-1a28-4f1d-bbdb-4ed247bd7790,Debbie Bowman,2026-04-14 17:03:47.519998,Tuesday,17,6,Billing,True
7fdfb648-baa7-4bb4-8070-bc69344790a6,Hannah Gonzalez,2026-01-19 10:04:15.390064,Monday,10,31,Billing,False
5a78fbb3-8e02-4c4a-98bf-80dfc5b0e01b,Heather Fox,2026-03-13 03:22:59.813004,Friday,3,28,Service,True
c49a9166-03d8-40c7-906b-a3ce378aa42a,Julia Ramirez,2026-01-22 07:12:28.926981,Thursday,7,13,Technical,False
1d4d5da8-c726-47f2-84f5-f92fbf9eaf67,Judy Richard,2026-02-17 07:18:49.709363,Tuesday,7,6,Billing,False
40b8c42b-5dd4-476b-b445-75a0bb3d6f56,Emily Ward,2026-01-17 00:06:40.925199,Saturday,0,7,Billing,True
f934afaa-d434-42d7-a2db-08f6eb56166d,Tammy Stone,2026-02-08 05:56:40.763563,Sunday,5,5,Technical,False
b50e8d8e-9026-4dfd-9b08-367a9fec5bee,Bruce Hudson,2026-04-17 16:16:26.013721,Friday,16,33,Technical,True
7e902744-8bbe-4218-abb7-3d5f00853207,Timothy Peterson,2026-03-23 12:28:21.687479,Monday,12,44,Account,True
f63267c1-bc55-4d56-b660-e6182996ad76,Renee Wells,2026-03-09 08:24:53.035302,Monday,8,23,Account,True
f6b67db2-fcba-4a9a-882a-a997c5bcc566,Shannon Bryan,2026-04-06 07:02:52.909640,Monday,7,10,Technical,True
f6f29cc5-f334-4682-90c6-3c94d50ad1d0,Herbert Sexton,2026-02-08 11:13:24.755176,Sunday,11,37,Technical,True
c0d916b3-651a-447d-8f61-673ca6cc19e3,Matthew Lozano,2026-03-17 05:37:17.902441,Tuesday,5,11,Service,True
99a1d91d-a10f-4274-8da9-7936c313a9d7,Doris Garcia,2026-02-09 11:31:14.277565,Monday,11,39,Technical,True
91229acf-3ab6-4a6b-9bc7-1681b6cf75d7,James Hernandez,2026-01-05 16:03:28.855033,Monday,16,46,Account,False
a1a065b4-5fe3-425b-9bdc-a62f1d077f8c,Michael Cabrera,2026-01-23 00:52:58.679845,Friday,0,13,Account,True
2da683b4-f72c-41a9-8a2b-69e582782231,Catherine Olson,2026-05-06 12:34:25.700582,Wednesday,12,44,Service,False
4ea167d3-2729-4000-9c12-c0c02477f6da,Kelly Wilson,2026-01-19 12:23:46.800448,Monday,12,33,Billing,False
58d5bb47-0d68-49ee-a63d-8df09a502059,Keith Payne,2026-01-01 18:30:20.448666,Thursday,18,4,Technical,True
eec7284f-4434-479f-9d47-d6e5b45b6a12,Kimberly Holmes,2026-05-07 16:42:09.426381,Thursday,16,32,Billing,True
04edf63f-b596-4155-abe0-500e5fad275d,Daisy Bryan,2026-02-09 22:34:30.539504,Monday,22,14,Service,True
df0216f0-cd78-4849-ae5f-eda8e2bf7871,Eric Warner,2026-01-10 05:23:48.545433,Saturday,5,6,Service,False
2b3a8d3d-2a49-4a22-8f29-1438eb250a33,James Webster,2026-02-22 10:50:13.625407,Sunday,10,39,Technical,True
c0e731bf-9702-4415-91c4-757169aa546b,William Wright,2026-02-04 21:00:42.085580,Wednesday,21,5,Billing,True
38347ebf-29a1-4060-a4da-91a8bafd557f,Gary Ramirez,2026-02-06 22:16:45.859120,Friday,22,21,Billing,False
6735472d-1431-4b80-b565-4737ef9a41ee,Kristen Christensen,2026-04-05 13:18:16.920593,Sunday,13,26,Account,True
33527d72-cf2b-4038-8a23-1ae287499dbe,Rachel Hall,2026-04-05 10:33:46.043761,Sunday,10,28,Technical,True
a7008a6a-6627-4549-ba05-4b6d9a474ad2,Stephen Cooper,2026-02-12 16:40:22.676048,Thursday,16,24,Service,False
5b2c4bdc-e1d3-4767-a4b8-c1b65350cba3,Rebecca Poole,2026-04-30 21:37:46.736938,Thursday,21,10,Billing,True
8732355a-d6ea-4ee2-9bc8-b5c2242efa56,Nancy Rodriguez,2026-01-19 10:16:38.036524,Monday,10,29,Service,False
de5b72dd-b854-4ff0-a0a2-fe45e48c6b36,Scott Bass,2026-01-24 18:04:49.656177,Saturday,18,12,Account,False
5fc91f3d-fad7-40c0-abde-eca0c6a7a4f5,Donna Rodriguez,2026-02-05 22:16:51.521850,Thursday,22,15,Billing,True
97fdb264-72f4-48cb-bbe7-14357e4f63a2,Kelly Anderson,2026-03-28 09:03:56.160159,Saturday,9,17,Account,False
aab550e4-6f0e-4af4-aaf8-c23d782a972b,Stephanie Thomas,2026-05-11 10:20:02.029386,Monday,10,30,Technical,False
443594ea-a5c2-4929-9f72-3ba475c8c838,Timothy Davis,2026-01-14 02:20:20.745297,Wednesday,2,12,Service,False
04a793b5-2f97-48e6-bdf4-19d71476ed2e,Dana Hogan,2026-03-12 01:51:08.537360,Thursday,1,6,Service,False
a31b507a-f63c-44a8-a18e-df784ab57513,Lisa Patton,2026-05-08 16:13:00.062844,Friday,16,34,Billing,False
426f0933-a3a3-4342-9351-ff37c0f9bc82,Jillian Porter,2026-04-11 12:17:15.722531,Saturday,12,34,Technical,False
06ab87a5-359f-4b4f-b844-abd51dd4790c,Cody Rosales,2026-03-27 17:55:55.134227,Friday,17,19,Billing,False
dcb67998-c9b4-4c42-9546-fb8f0931a4d7,David Anderson,2026-01-04 12:27:52.212203,Sunday,12,45,Service,True
79f18de7-fb72-4acf-8d82-4630b3ec954b,Misty Knight,2026-04-05 11:00:57.902836,Sunday,11,17,Billing,False
08d05a3f-fa0f-413e-8261-7b2fd3dbc2d0,Charles Mercado,2026-01-13 02:33:39.075094,Tuesday,2,3,Billing,False
a08b3f3d-ae72-4c7d-9064-97445a5674fc,April Holt,2026-04-22 06:43:34.517598,Wednesday,6,5,Service,True
d6dc9b72-6a7e-423a-b0e3-ebd9fe616b6e,Heather Bell,2026-02-14 17:33:58.969108,Saturday,17,8,Account,True
d27ee3b7-f0bc-41f1-b916-bb7b895db697,Mr. Darren Raymond,2026-01-12 14:45:58.820888,Monday,14,33,Account,True
4e7dba73-b476-4211-9278-d39f66f13ac3,Mallory Shannon,2026-03-22 14:11:40.049192,Sunday,14,12,Billing,False
9871b0c4-a1d3-4d5b-98e0-865ec2e88f16,John Ruiz,2026-01-07 18:39:19.771734,Wednesday,18,2,Billing,False
3964bef8-f521-4c89-9d57-ca75a67d62b6,Miss Stephanie Wood,2026-02-28 04:38:04.767732,Saturday,4,9,Technical,False
9b9ec854-5ebb-49ee-b662-be73eeda3cca,Eric Johns,2026-02-03 10:53:50.217534,Tuesday,10,34,Service,False
5c32476e-eb41-45cd-89ae-6f37795de341,Rebecca Kirk,2026-04-13 19:00:51.476584,Monday,19,8,Account,True
6050defe-220f-41fb-af6d-7cd5227deab3,Benjamin Mitchell,2026-03-11 17:03:10.420140,Wednesday,17,11,Billing,True
28f7849e-5999-4964-9dbe-6b9cac0b5e50,Dwayne Walsh,2026-04-16 12:04:07.972554,Thursday,12,14,Service,True
987e63a7-0a0b-415e-ae6f-2cac8a317d3a,Amanda Reed,2026-04-27 22:39:21.680925,Monday,22,20,Billing,False
47fab3b7-bb4b-4b4b-8e98-5860af55a5e9,Karen Garner,2026-03-18 07:26:09.131221,Wednesday,7,6,Account,True
763f6c95-f9f5-4d1f-bb58-bf26d26a891c,Tiffany Powell,2026-01-31 11:35:28.109911,Saturday,11,34,Billing,False
d589ee29-660f-43c2-97af-3c3bc861211c,David Bailey,2026-02-07 01:59:40.688688,Saturday,1,10,Billing,True
80bf8802-8c5d-473a-b229-0e0294fee1c7,Mary Armstrong,2026-01-12 04:35:38.605427,Monday,4,19,Technical,True
eab81a2f-6ec1-4735-a222-3c4d1e0dc5fa,Chelsea Roberts,2026-04-16 06:31:58.595931,Thursday,6,9,Technical,True
e5b1e830-1935-4977-89ee-51a6ef87f757,Shawna Turner,2026-02-16 01:36:47.236170,Monday,1,16,Billing,False
f0afc40a-002d-4eda-b3f9-e5360bb552ef,Anthony Vazquez,2026-01-28 19:27:35.594053,Wednesday,19,2,Billing,False
ab6efe85-e49e-401b-8e7a-11aa84c7c60d,Michael Mullins,2026-03-25 19:23:58.978429,Wednesday,19,15,Account,False
4c92736f-07db-48da-bc54-2dbe9a257858,Eric Decker,2026-02-05 14:34:47.050954,Thursday,14,28,Service,False
51e2fb45-8a74-47ce-8de3-6d0ccb8992e8,Matthew Franklin,2026-04-10 21:15:32.845667,Friday,21,27,Account,True
d8736dd8-8fcb-4912-ae16-6ce7aedd0003,Benjamin Valencia,2026-04-24 17:57:11.374442,Friday,17,20,Billing,True
e5b67043-e11f-4f79-8730-b203f8d14f92,Gregory Woodard,2026-02-06 09:58:51.974394,Friday,9,47,Technical,True
76510776-161a-47e7-95ae-c410520d618e,Angela Miller,2026-02-23 02:58:58.844885,Monday,2,23,Account,True
d5fd4a0c-57ef-4ea2-853c-e2e6e67cc4f7,Max Johnson,2026-03-02 01:43:00.224197,Monday,1,8,Service,False
84657906-39a6-48bc-a8ca-6b19e1d4670d,Colton Hall,2026-02-25 01:29:16.935426,Wednesday,1,15,Billing,False
442695c1-d5dc-4cda-9c66-246f4c85d693,Robert Mckee,2026-04-09 10:32:08.783524,Thursday,10,41,Billing,False
6f85b5a2-bfe6-4138-a9c7-c22378670832,Gina Alvarado,2026-04-23 16:31:35.679477,Thursday,16,11,Billing,True
1862918d-bf1b-4108-94e8-5d7ed160b25b,Devon Mercado,2026-05-10 19:25:41.783492,Sunday,19,14,Service,False
29cc1586-cd51-4fac-8807-6cd524daa035,Jennifer Carlson,2026-05-02 16:10:50.154304,Saturday,16,40,Technical,False
6d759544-590d-455a-8234-20dc87de461a,Rachel Horn,2026-01-08 21:39:07.193870,Thursday,21,8,Account,False
c602765c-7051-4d60-9385-a74277cdbb66,Stephen Hendricks,2026-02-12 09:11:25.348733,Thursday,9,24,Account,True
c8538abc-8fd4-435c-a406-32159b5a1bfc,Sophia Thomas,2026-02-19 09:24:12.212866,Thursday,9,27,Service,False
14e2a980-380e-402f-a016-9424ec6b35e2,Kimberly Cochran,2026-05-04 07:04:18.625590,Monday,7,17,Billing,True
f7ec6e2f-748c-403d-bbe0-cb2cc23a8701,David Johnson,2026-04-29 12:47:22.340480,Wednesday,12,20,Account,True
c74b352d-89c1-47af-8ba4-09d58099182f,Joseph West,2026-05-03 23:07:23.151911,Sunday,23,5,Service,False
a31c5354-d703-407f-a9c8-cfd7cd4e446c,Monica Williams,2026-01-30 21:59:23.926034,Friday,21,26,Technical,True
bc0f7e60-3dab-42ff-a8c3-4ba4b3ebf47c,Cassandra Moran,2026-02-08 09:04:55.554554,Sunday,9,36,Account,True
89e439dd-ea9b-4b09-9e9f-fa573fd4132f,Derek Olson,2026-01-03 05:32:28.063669,Saturday,5,5,Account,True
570064b7-8475-4432-9b2b-10d5969acc5c,Martin Rubio,2026-02-12 16:57:56.841412,Thursday,16,13,Billing,True
636445ff-05c5-4af4-b35e-9ef44e264891,Ashley Jones,2026-03-12 19:31:47.656222,Thursday,19,10,Account,True
98c394eb-1523-40b9-ab63-a9f35e08dc99,Bryan Mcknight,2026-01-14 04:35:34.611822,Wednesday,4,5,Technical,True
32db6561-e814-4394-b6a7-dfc598ac1769,Richard Patel,2026-01-28 13:18:18.942999,Wednesday,13,28,Technical,True
1661123e-1d9b-4d26-8254-eae387fc6739,Rachel Larson,2026-05-07 16:49:02.065082,Thursday,16,14,Technical,True
20058d90-5dd8-446b-8bd2-9dca92001a7b,Michael Maddox,2026-03-17 01:38:54.202825,Tuesday,1,8,Technical,True
9eabd177-f7ea-4e2a-b927-4e6a749c0dc1,Hannah Garrett,2026-03-16 09:22:08.396560,Monday,9,39,Technical,False
7359bee1-d3d5-4977-ba44-65d597a9a41e,Richard Gonzalez,2026-03-26 11:49:11.912963,Thursday,11,22,Service,False
1ce63701-adee-4b29-a838-df5e160a5236,Dawn Black,2026-04-17 10:42:56.263315,Friday,10,52,Technical,False
980a9b6a-25a3-4a48-8bc7-50d0884edb55,Frank Jones,2026-04-09 10:26:59.737757,Thursday,10,12,Service,False
f47b34c1-58a7-4595-ba99-4ffb1f18e8ba,Danielle Smith,2026-05-10 02:45:37.367109,Sunday,2,6,Account,False
ac42da36-3d2d-497b-b313-7053878cede1,Monique Lloyd,2026-04-19 12:47:13.792936,Sunday,12,16,Account,True
849acf9e-6b2c-4151-82a5-cf859bae71a9,Felicia Taylor,2026-03-17 12:43:01.671907,Tuesday,12,13,Account,False
89d41d5d-a9d0-4293-b990-4a9fdad761f5,Daniel Barker,2026-05-12 02:29:29.293459,Tuesday,2,15,Technical,False
1c5d1e3e-1a7d-498c-a853-5e43211811f3,Dominic Aguilar MD,2026-01-15 00:13:19.826474,Thursday,0,6,Technical,True
1e00e456-4bff-4ae6-8330-e07b5260b4dc,Joanne Carr,2026-03-11 05:19:10.201313,Wednesday,5,13,Account,True
2288fb4b-fc8c-4fc3-883f-e6e098995e25,Mrs. Alexis Jordan MD,2026-04-21 00:13:46.388232,Tuesday,0,8,Billing,False
08f75a45-66f2-4a34-a1a1-741d50e0de4a,Terry Sanders,2026-04-04 16:26:45.211553,Saturday,16,44,Billing,True
20e1c982-24d2-4fc8-a21c-72094f332bc0,Brandon Reynolds,2026-04-30 18:55:17.639922,Thursday,18,5,Billing,False
3637f0a5-39b0-4e24-9145-a8312d60d6ce,Michelle Carroll,2026-01-14 22:51:47.417947,Wednesday,22,9,Billing,False
d634fa31-da64-49a2-b064-40a6acfa1cad,April Harris,2026-02-26 00:26:55.712467,Thursday,0,7,Technical,True
54b08ec0-2326-469a-8424-08e28a51d4fd,Carly Martinez,2026-03-12 01:31:34.661318,Thursday,1,2,Service,False
0321d137-d017-4d07-8341-43be760e58ca,Andrew Thompson,2026-02-08 19:14:58.214213,Sunday,19,5,Service,False
44902144-1a8b-40c5-a1c3-0da3416c1b4f,Alan Miller,2026-04-20 14:24:56.556946,Monday,14,28,Account,True
db023007-947e-4fbd-b8a0-87127d282179,Mark Salas,2026-02-02 03:00:30.171507,Monday,3,11,Service,True
f32dcfa0-8fca-4b96-859e-1f3a164dabce,Brianna Sanders,2026-04-05 07:33:47.439191,Sunday,7,15,Technical,False
8ef46781-ee0b-4336-9938-b8cde980e4fa,Johnny Miller,2026-03-14 14:35:37.094278,Saturday,14,16,Account,False
0823686d-414a-4cda-93b1-3728ed1365e4,Rachel Harris,2026-03-04 14:20:08.633028,Wednesday,14,19,Billing,False
1ec3ed11-ea93-4009-816b-504ec07155ba,Craig Webb,2026-02-15 03:36:04.311047,Sunday,3,7,Technical,False
2065fa83-559a-424e-a4c3-2dfbbc5ce726,Alicia Parker,2026-02-14 08:15:51.471985,Saturday,8,13,Technical,True
5106f19c-4cbc-425c-922b-740f3ed2cc72,Juan Anderson,2026-03-01 05:47:43.095458,Sunday,5,5,Billing,True
f2f33740-50ec-44bc-b4cd-088819fae389,Courtney Mack,2026-03-15 17:18:08.134540,Sunday,17,14,Service,False
4310ca8a-9960-46d3-84e2-431b2306d926,Tamara Taylor,2026-03-12 20:59:16.037302,Thursday,20,9,Technical,True
12fafae6-2092-4255-8d68-a893a1633124,Krista Ortega,2026-02-25 08:38:24.614769,Wednesday,8,12,Technical,False
fcce05dc-c0a9-4483-a381-375479592bfa,Tyler Harris,2026-04-11 04:58:18.996690,Saturday,4,2,Billing,False
